ID,SoundLabel,BGM1,BGM2,BGM3,BGM4,BGM5,InSoundTest,byte2,byte3,byte4,InRegionJPN,InRegionEUUS,SoundSource,SoundMixType,IconID,SoundTestBackImageBehavior,AssociatedFighters,SoundTestOrder,StageCreationOrder,StageCreationGroup,short17
464,SOUNDCW,CRS34_Tournament_Entry,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TournamentSound,SmashOriginal,smashbros,RosterRandom,,492,34,smashbros,2001
465,SOUNDCX,CRS36_Tournament_Table,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,483,31,smashbros,0
466,SOUNDCY,CRS37_Tournament_Table_Watching,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TournamentSound,SmashOriginal,smashbros,RosterRandom,,493,899,,2000
467,SOUNDCZ,CRS38_Tournament_Result_Final,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TournamentSound,SmashOriginal,smashbros,RosterRandom,,494,899,,1999
468,SOUNDD0,CRS39_Order_MasterSide,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,478,29,smashbros,0
469,SOUNDD1,CRS42_Order_Reward_Get,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,479,899,,0
470,SOUNDD2,CRS40_Order_CrazySide,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,480,30,smashbros,0
471,SOUNDD3,CRS41_Order_CrazySide_Success,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,481,899,,0
472,SOUNDD4,CRS30_Simple_Result_Lose,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,482,899,,0
473,SOUNDD5,E11_WOL_YoshiWoolWorld,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,yoshi,CharacterRandom,Yoshi,168,186,yoshi,0
474,SOUNDD6,E09_NILD_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,yoshi,CharacterRandom,Yoshi,165,183,yoshi,0
475,SOUNDD7,E10_NILD_Gypsy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,yoshi,CharacterRandom,Yoshi,166,184,yoshi,0
476,SOUNDD8,R70_RTG_BlueBirds,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,Original,,RosterRandom,,425,405,etc,1998
477,SOUNDD9,R71_MRT_SaruDokei,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,Original,,RosterRandom,,426,406,etc,1997
478,SOUNDDA,F27_AIR_MoriStage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,184,202,kirby,0
479,SOUNDDB,F28_KBY64_PopStar,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,182,200,kirby,0
480,SOUNDDC,F29_TDX_TamashiiNoTatakai,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,194,212,kirby,0
481,SOUNDDD,F30_YIM_IceCreamIsland,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,kirby,CharacterRandom,Kirby | Metaknight | Dedede,173,191,kirby,0
482,SOUNDDE,T09_SDX_PupupuLand,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,176,194,kirby,0
483,SOUNDDF,W06_SDX_YumeNoIzumi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,177,195,kirby,0
484,SOUNDDG,SF01a_SF2_Ryu,SF01b_SF2_Ryu_Pinch,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,streetfighter,CharacterRandom,Ryu,374,460,streetfighter,0
485,SOUNDDH,SF02a_SF2_Ryu_2,SF02b_SF2_Ryu_2_Pinch,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,streetfighter,CharacterRandom,Ryu,376,462,streetfighter,0
486,SOUNDDI,SF03a_SF2_Ken,SF03b_SF2_Ken_Pinch,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,streetfighter,CharacterRandom,Ryu,375,461,streetfighter,0
487,SOUNDDJ,SF04a_SF2_Ken_2,SF04b_SF2_Ken_2_Pinch,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,streetfighter,CharacterRandom,Ryu,377,463,streetfighter,0
488,SOUNDDK,SF05_SF2_RyuStage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,streetfighter,CharacterRandom,Ryu,372,458,streetfighter,0
489,SOUNDDL,SF06_SF2_KenStage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,streetfighter,CharacterRandom,Ryu,373,459,streetfighter,0
490,SOUNDDM,T10_SMB_PeachJyouJoku,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,40,86,mario,0
491,SOUNDDN,A66_SMB3_Chijyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,43,89,mario,0
492,SOUNDDO,A67_SM64_Slider,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,42,88,mario,0
493,SOUNDDP,A68_MUSA_Chijyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,44,90,mario,0
494,SOUNDDQ,A69_SM64_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,41,87,mario,0
495,SOUNDDR,T11_ZLD_HyruleJiyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,120,153,zelda,0
496,SOUNDDS,C33_ZLD_Chijiyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,123,156,zelda,0
497,SOUNDDT,C34_TRI_OmoteNoChijiyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,124,157,zelda,0
498,SOUNDDU,C35_TNO_HyruleMainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,122,155,zelda,0
499,SOUNDDV,C14_MNK_TerminaHeigen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,125,158,zelda,0
500,SOUNDDW,C36_ZLD_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,121,154,zelda,0
501,SOUNDDX,A71_SMB_Chijyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,45,91,mario,0
502,SOUNDDY,A72_WLD_Chijyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,46,92,mario,0
503,SOUNDDZ,A70_SMM_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,47,93,mario,0
504,SOUNDE0,Z84_J_Orekyoku_SMM_Chijyou_Link,A71a_SMB_Chijyou_SMMLink,A66a_SMB3_Chijyou_SMMLink,A72a_WLD_Chijyou_SMMLink,A45a_NEWU_Chijyou_SMMLink,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,DLCSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,999,999,,0
505,SOUNDE1,FF01_FF7_TatakauMonotachi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,finalfantasy,CharacterRandom,Cloud,378,464,finalfantasy,0
506,SOUNDE2,FF02_FF7_SaraniTatakauMonotachi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,finalfantasy,CharacterRandom,Cloud,379,465,finalfantasy,0
507,SOUNDE3,BY01_BY_OneOfAKind,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,383,469,bayonetta,0
508,SOUNDE4,BY02_BY_RidersOfTheLight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,384,470,bayonetta,0
509,SOUNDE5,BY03_BY_MysteriousDestiny,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DLCSound,RemixRed,bayonetta,CharacterRandom,Bayonetta,381,467,bayonetta,0
510,SOUNDE6,BY04_BY_LetsHitTheClimax,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,380,466,bayonetta,0
511,SOUNDE7,BY05_BY_RedandBlack,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,385,471,bayonetta,0
512,SOUNDE8,BY06_BY_AfterBurnerClimaxMix,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,386,472,bayonetta,0
513,SOUNDE9,BY07_BY_TomoYo,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,387,473,bayonetta,0
514,SOUNDEA,BY08_BY_LetsDanceBoys,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,388,474,bayonetta,0
515,SOUNDEB,BY09_BY2_TheLegendofAesir,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,389,475,bayonetta,0
516,SOUNDEC,BY10_BY2_TomorrowIsMine,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,DLCSound,RemixRed,bayonetta,CharacterRandom,Bayonetta,382,468,bayonetta,0
517,SOUNDED,BY11_BY2_TimeForTheClimax,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,bayonetta,CharacterRandom,Bayonetta,390,476,bayonetta,0
518,SOUNDEE,J24_IF_HitoriOmou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,RemixRed,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,262,295,fireemblem,0
519,SOUNDEF,J25_IF_HitoriOmou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,DLCSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,263,296,fireemblem,0
520,SOUNDEG,J26_IF_LostinThoughtsAllAlone,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,DLCSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,264,297,fireemblem,0
521,SOUNDEH,Cus019_HyruleWarriorsSkyloft,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Link | Zelda,999,999,zelda,0
522,SOUNDEI,Cus020_HyruleWarriorsSilentGuardians,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Link | Ganon,999,999,zelda,0
523,SOUNDEJ,Cus021_Challengers,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Captain,999,999,etc,0
524,SOUNDEK,Cus022_RedSun,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Cloud,999,999,smashbros,0
525,SOUNDEL,Cus023_BoyGotWings,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Kamui,999,999,smashbros,0
526,SOUNDEM,Cus024_BelieveInOneself,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ike,999,999,etc,0
527,SOUNDEN,Cus025_FourChampions,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Miiswordsman,999,999,etc,0
528,SOUNDEO,Cus026_Moon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Falco,999,999,etc,0
529,SOUNDEP,Cus027_Transylvania,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Luigi,999,999,etc,0
530,SOUNDEQ,Cus028_SvenskSas,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Bayonetta,999,999,etc,0
531,SOUNDER,Cus029_DragonValley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Sonic,999,999,etc,0
532,SOUNDES,Cus030_FreedomPlanetMajorBoss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Sonic,999,999,etc,0
533,SOUNDET,Cus031_RulesOfNature,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Cloud,999,999,etc,0
534,SOUNDEU,Cus032_UMVC3CharSelect,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ryu,999,999,etc,0
535,SOUNDEV,Cus033_D4Theme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Reflet,999,999,etc,0
536,SOUNDEW,Cus035_CrossbowTrainingTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Link,999,999,zelda,0
537,SOUNDEX,Cus036_Hanafuda,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Mario,999,999,etc,0
538,SOUNDEY,Cus037_Gumshoe,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Miifighter,999,999,etc,0
539,SOUNDEZ,Cus038_TvCCharSelect,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ryu,999,999,etc,0
540,SOUNDF0,Cus039_Gesellschaft,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,RosterRandom,Rockman,999,999,rockman,0
541,SOUNDF1,Cus040_TvSUASCharSel,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ryu,999,999,smashbros,0
542,SOUNDF2,Cus041_KillerInstictCharSel,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Captain,999,999,etc,0
543,SOUNDF3,Cus042_UndertaleBonetrousle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ness,999,999,etc,0
544,SOUNDF4,Cus043_UndertaleSpiderDance,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ness,999,999,etc,0
545,SOUNDF5,Cus044_UndertaleDogsong,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ness,999,999,etc,0
546,SOUNDF6,Cus045_UndertaleHopesDreams,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ness,999,999,etc,0
547,SOUNDF7,Cus046_SaintsRowPlanetSaints,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Miigunner,999,999,etc,0
548,SOUNDF8,Cus047_ConkersBadFurWindy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Mario,999,999,etc,0
549,SOUNDF9,Cus048_LionKing,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Donkey,999,999,etc,0
550,SOUNDFA,Cus049_LionKingHakuna,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Donkey,999,999,etc,0
551,SOUNDFB,Cus050_SCVVeniceRooftops,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,smashbros,RosterRandom,Miiswordsman,999,999,etc,0
552,SOUNDFC,Cus051_SCVSamsara,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Link,999,999,etc,0
553,SOUNDFD,Cus052_SCIILink,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Link,999,999,etc,0
554,SOUNDFE,Cus053_InkMeUp,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Miigunner,999,999,etc,0
555,SOUNDFF,Cus054_FFVIIJENOVA,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,RosterRandom,Cloud,999,999,finalfantasy,0
556,SOUNDFG,Cus055_FFVIIOneWing,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,RosterRandom,Cloud,999,999,finalfantasy,0
557,SOUNDFH,Cus056_FFVIIMotorcycleChase,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,RosterRandom,Cloud,999,999,finalfantasy,0
558,SOUNDFI,Cus057_FFVIIACFightOn,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,RosterRandom,Cloud,999,999,finalfantasy,0
559,SOUNDFJ,Cus058_FFVIIACThoseWhoFight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,finalfantasy,RosterRandom,Cloud,999,999,finalfantasy,0
560,SOUNDFK,Cus059_CvSNKBarentsburg,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Ryu,999,999,etc,0
561,SOUNDFL,Cus060_GoldenSunIsaac,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Kamui,999,999,etc,0
562,SOUNDFM,Cus061_GoldenSunVenus,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Kamui,999,999,etc,0
563,SOUNDFN,Cus062_SugarRush,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Kirby,999,999,etc,0
564,SOUNDFO,Cus063_KHIIPirate,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Toonlink,999,999,etc,0
565,SOUNDFP,Cus064_AfricanMines,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Falco,999,999,etc,0
566,SOUNDFQ,Cus065_Magolor,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,RosterRandom,Kirby,999,999,kirby,0
567,SOUNDFR,Cus017_SerpentHorizon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Cloud,999,999,etc,0
568,SOUNDFS,Cus066_WickedFlight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Cloud,999,999,etc,0
569,SOUNDFT,Cus067_NightOfBigBlue,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,RosterRandom,Captain,999,999,fzero,0
570,SOUNDFU,Cus068_CosmoTerminal,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,RosterRandom,Captain,999,999,fzero,0
571,SOUNDFV,Cus069_MetalCity,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,RosterRandom,Sonic,999,999,sonic,0
572,SOUNDFW,Cus070_MarioAllStarsAthletic,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
573,SOUNDFX,Cus071_PetalMeadows,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
574,SOUNDFY,Cus072_RawkHawk,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
575,SOUNDFZ,Cus073_DireDocks,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
576,SOUNDG0,Cus074_3DRetroLand,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
577,SOUNDG1,Cus075_MountMustDash,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
578,SOUNDG2,Cus076_BiancoHills,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
579,SOUNDG3,Cus077_ThatPersonsNameIs,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Cloud,999,999,etc,0
580,SOUNDG4,Cus078_MagmoorCaverns,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,RosterRandom,Samus,999,999,metroid,0
581,SOUNDG5,Cus079_TorvusBog,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,RosterRandom,Samus,999,999,metroid,0
582,SOUNDG6,Cus080_PhendranaDrifts,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,RosterRandom,Samus,999,999,metroid,0
583,SOUNDG7,Cus081_GelatoBeach,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
584,SOUNDG8,Cus082_HyruleField,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Link,999,999,zelda,0
585,SOUNDG9,Cus083_ClickClockWoods,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Mario,999,999,etc,0
586,SOUNDGA,Cus084_MEANIEBoss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Sonic,999,999,etc,0
587,SOUNDGB,Cus085_KingOfCling,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,RosterRandom,Donkey,999,999,donkeykong,0
588,SOUNDGC,Cus086_DKRap,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,RosterRandom,Donkey,999,999,donkeykong,0
589,SOUNDGD,Cus087_AngryAztec,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,RosterRandom,Donkey,999,999,donkeykong,0
590,SOUNDGE,Cus088_MeleeDKRap,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,RosterRandom,Donkey,999,999,donkeykong,0
591,SOUNDGF,Cus089_GangplankGalleon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,RosterRandom,Donkey,999,999,donkeykong,0
592,SOUNDGG,Cus090_StiltVillage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,donkeykong,RosterRandom,Donkey,999,999,donkeykong,0
593,SOUNDGH,Cus091_Pikmin2Boss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pikmin,RosterRandom,Pikmin,999,999,pikmin,0
594,SOUNDGI,Cus092_PlasmWraith,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pikmin,RosterRandom,Pikmin,999,999,pikmin,0
595,SOUNDGJ,Cus093_SecretOfManaForest,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,999,999,etc,0
596,SOUNDGK,Cus094_SMRPGMushrooms,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,RosterRandom,Mario,999,999,mario,0
597,SOUNDGL,Cus095_PunchOutNESFight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,punchout,RosterRandom,Littlemac,999,999,punchout,0
598,SOUNDGM,Cus096_DocLouisMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,punchout,RosterRandom,Littlemac,999,999,punchout,0
599,SOUNDGN,Cus097_BlizzetaSecondHalf,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Link,999,999,zelda,0
600,SOUNDGO,Cus098_StallordBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Link,999,999,zelda,0
